event_idx,fire_time_s,fire_to_muzzle_s,fire_to_impact_s,pitch_peak_signed_deg,pitch_peak_abs_deg,pitch_peak_time_s,pitch_recovery_s,pitch_target_range_deg,pitch_target_stable,yaw_peak_signed_deg,yaw_peak_abs_deg,yaw_peak_time_s,yaw_recovery_s,yaw_target_range_deg,yaw_target_stable,disturbance_vector_abs_deg,stable_target,valid_disturbance_shot
296,6792.987984128001,0.0526233599994157,0.21841459200004465,-0.42834234255080794,0.42834234255080794,0.4996482560000004,nan,2.1216333333790107,0,0.12880839260596133,0.12880839260596133,0.4005104640000354,nan,2.281436575195663,0,0.44729046986007337,0,0
297,6881.643978752,0.04774630399970192,0.13376665600026172,-2.110656628157246,2.110656628157246,0.14749568000024738,0.28637158400033513,2.447384540813312,0,-1.0789984677893045,1.0789984677893045,0.4880540160002056,nan,7.909242952129414,0,2.3704660080827527,0,0
298,6882.056446208,0.0407009280006605,0.15799040000001696,-2.1734614706878492,2.1734614706878492,0.19773440000062692,0.3051752960000158,2.9740750618690086,0,-1.8009220371883732,1.8009220371883732,0.07558656000037445,0.26634956799989595,5.079472273327589,0,2.8226326272817204,0,0
299,6901.349976576001,0.03971327999988716,0.13979007999932946,-1.501575314358318,1.501575314358318,0.18430054399959772,0.2944990719997804,3.479012755845009,0,-1.2862787212027786,1.2862787212027786,0.42402278400004434,nan,8.152448599184522,0,1.9771801570189138,0,0
300,6901.69897344,0.039458815999751096,0.15982463999989704,-2.6085971477794523,2.6085971477794523,0.4661936640004569,nan,3.4578011010118175,0,-1.8854325057610275,1.8854325057610275,0.07502592000037112,0.20546534400000382,6.0275108260968615,0,3.2186386583745934,0,0
301,6902.000097536001,0.05199487999925623,0.18812415999946097,-1.924139761881837,1.924139761881837,0.16506956800003536,nan,3.7565802206902266,0,-2.286171941714713,2.286171941714713,0.4872680959997524,nan,6.706097278788505,0,2.9881258290671617,0,0
302,6916.20085248,0.03991552000024967,0.14320819200020196,-1.6759230963343992,1.6759230963343992,0.18349747200045385,0.2937766400000328,2.864830513161502,0,-1.6205250015978176,1.6205250015978176,0.4079388159998416,nan,13.640873484989534,0,2.331269934098299,0,0
303,6923.171877888,0.040331008000066504,0.14421836800011079,-2.6740089562564613,2.6740089562564613,0.47524351999982173,nan,2.1953064868900043,0,-1.4838999113932783,1.4838999113932783,0.0741762560001007,nan,4.054222944558237,0,3.058150232603485,0,0
304,6923.490670848,0.04041523199975927,0.17302144000041153,-2.4978193561262287,2.4978193561262287,0.1564505599999393,0.33896806400025525,1.7097066526196123,0,-1.1730297541994936,1.1730297541994936,0.06780569600050512,0.34958950400050526,1.221357087564737,0,2.7595471259023956,0,0
305,6933.327833088,0.039835391999986314,0.11853235200032941,-1.4495860512462695,1.4495860512462695,0.186898175999886,0.2781578240001181,3.3649520551501926,0,2.882942935275225,2.882942935275225,0.22797849600010522,nan,10.304858816269462,0,3.22686530366873,0,0
